,date,real_output,RFR
23551,1568523600000,0.0,0.14620000000000008
23553,1568530800000,0.27,0.9140999999999994
23554,1568534400000,2.54,1.8426999999999998
23555,1568538000000,3.95,5.8485000000000005
23556,1568541600000,12.94,8.683400000000004
23557,1568545200000,13.31,12.002800000000002
23559,1568552400000,12.36,11.4964
23560,1568556000000,7.48,9.560599999999999
23561,1568559600000,4.6,6.031200000000002
23562,1568563200000,4.12,4.491900000000002
23563,1568566800000,1.41,0.9879000000000007
23565,1568574000000,0.0,0.23349999999999993
23566,1568577600000,0.0,1.8905362660926552e-06
23567,1568581200000,0.0,1.8905362660926552e-06
23568,1568584800000,0.0,1.8905362660926552e-06
23569,1568588400000,0.0,1.8905362660926552e-06
23571,1568595600000,0.0,1.8905362660926552e-06
23572,1568599200000,0.0,1.8905362660926552e-06
23573,1568602800000,0.0,1.8905362660926552e-06
23574,1568606400000,0.0,1.8905362660926552e-06
23575,1568610000000,0.2,0.5324000000000001
23577,1568617200000,6.04,2.944299999999999
23578,1568620800000,7.38,8.009500000000003
23579,1568624400000,5.37,8.527800000000001
23580,1568628000000,5.77,8.636299999999999
23581,1568631600000,4.47,8.4857
23583,1568638800000,4.02,6.3850999999999996
23584,1568642400000,3.05,4.1695
23585,1568646000000,2.71,3.5460000000000007
23586,1568649600000,2.4,1.4781999999999997
23587,1568653200000,0.3,0.5023999999999998
23588,1568656800000,0.0,0.06499999999999996
23589,1568660400000,0.0,1.8905362660926552e-06
23590,1568664000000,0.0,1.8905362660926552e-06
23592,1568671200000,0.0,1.8905362660926552e-06
23593,1568674800000,0.0,1.8905362660926552e-06
23595,1568682000000,0.0,1.8905362660926552e-06
23596,1568685600000,0.0,1.8905362660926552e-06
23597,1568689200000,0.0,1.8905362660926552e-06
23598,1568692800000,0.0,1.8905362660926552e-06
23599,1568696400000,0.19,0.31040000000000023
23601,1568703600000,6.2,2.8792999999999993
23602,1568707200000,9.04,7.1720000000000015
23603,1568710800000,11.06,9.837400000000004
23604,1568714400000,13.96,11.131499999999999
23605,1568718000000,14.09,11.193700000000005
23607,1568725200000,11.85,10.787999999999997
23608,1568728800000,7.54,8.3038
23609,1568732400000,4.8,5.3700000000000045
23610,1568736000000,3.99,3.3622000000000014
23611,1568739600000,1.7,0.835999999999999
23613,1568746800000,0.0,0.14329999999999993
23614,1568750400000,0.0,1.8905362660926552e-06
23615,1568754000000,0.0,1.8905362660926552e-06
23616,1568757600000,0.0,1.8905362660926552e-06
23617,1568761200000,0.0,1.8905362660926552e-06
23619,1568768400000,0.0,1.8905362660926552e-06
23620,1568772000000,0.0,1.8905362660926552e-06
23621,1568775600000,0.0,1.8905362660926552e-06
23622,1568779200000,0.0,1.8905362660926552e-06
23623,1568782800000,0.14,0.2946000000000002
23625,1568790000000,4.66,2.9622999999999995
23626,1568793600000,7.3,7.996799999999997
23627,1568797200000,8.13,10.505400000000003
23628,1568800800000,11.68,11.0963
23629,1568804400000,8.34,9.607800000000003
23631,1568811600000,10.83,9.841500000000002
23632,1568815200000,7.42,7.762999999999998
23633,1568818800000,2.49,4.7684999999999995
23634,1568822400000,1.9,1.3640999999999992
23638,1568836800000,0.0,1.8905362660926552e-06
23639,1568840400000,0.0,1.8905362660926552e-06
23640,1568844000000,0.0,1.8905362660926552e-06
23641,1568847600000,0.0,1.8905362660926552e-06
23643,1568854800000,0.0,1.8905362660926552e-06
23644,1568858400000,0.0,1.8905362660926552e-06
23645,1568862000000,0.0,1.8905362660926552e-06
23646,1568865600000,0.0,1.8905362660926552e-06
23647,1568869200000,0.08,0.2521000000000001
23649,1568876400000,4.03,1.5810999999999995
23650,1568880000000,7.84,7.270299999999999
23651,1568883600000,10.8,9.425000000000004
23652,1568887200000,11.7,10.1035
23653,1568890800000,13.44,10.996099999999998
23655,1568898000000,10.13,10.110899999999997
23656,1568901600000,8.23,7.321500000000003
23657,1568905200000,6.34,5.853599999999999
23658,1568908800000,4.11,4.405099999999999
23659,1568912400000,0.73,0.6051999999999998
23661,1568919600000,0.0,0.06269999999999996
23662,1568923200000,0.0,1.8905362660926552e-06
23663,1568926800000,0.0,1.8905362660926552e-06
23664,1568930400000,0.0,1.8905362660926552e-06
23665,1568934000000,0.0,1.8905362660926552e-06
23667,1568941200000,0.0,1.8905362660926552e-06
23668,1568944800000,0.0,1.8905362660926552e-06
23669,1568948400000,0.0,1.8905362660926552e-06
23670,1568952000000,0.0,1.8905362660926552e-06
23671,1568955600000,0.07,0.3122000000000001
23673,1568962800000,3.54,2.7958999999999996
23674,1568966400000,6.72,6.113599999999999
23675,1568970000000,8.37,8.189099999999998
23676,1568973600000,9.1,10.270000000000003
23677,1568977200000,8.32,10.144200000000003
23679,1568984400000,2.77,6.414699999999999
23680,1568988000000,2.95,4.4129000000000005
23681,1568991600000,2.09,3.1803000000000003
23682,1568995200000,1.13,1.256399999999999
23683,1568998800000,0.11,0.07039999999999996
23685,1569006000000,0.0,1.8905362660926552e-06
23686,1569009600000,0.0,1.8905362660926552e-06
23687,1569013200000,0.0,1.8905362660926552e-06
23688,1569016800000,0.0,1.8905362660926552e-06
23689,1569020400000,0.0,1.8905362660926552e-06
23691,1569027600000,0.0,1.8905362660926552e-06
23692,1569031200000,0.0,1.8905362660926552e-06
23693,1569034800000,0.0,1.8905362660926552e-06
23694,1569038400000,0.0,1.8905362660926552e-06
23695,1569042000000,0.02,0.22300000000000003
23697,1569049200000,3.16,1.7402000000000004
23698,1569052800000,7.92,7.395400000000002
23699,1569056400000,10.38,10.653100000000002
23700,1569060000000,12.06,12.9196
23701,1569063600000,12.63,13.619199999999996
23703,1569070800000,10.56,10.761499999999995
23704,1569074400000,6.65,7.854699999999998
23705,1569078000000,3.96,5.814800000000003
23706,1569081600000,3.16,4.298400000000002
23707,1569085200000,1.02,0.4795
23709,1569092400000,0.0,0.08669999999999993
23710,1569096000000,0.0,1.8905362660926552e-06
23711,1569099600000,0.0,1.8905362660926552e-06
23712,1569103200000,0.0,1.8905362660926552e-06
23713,1569106800000,0.0,1.8905362660926552e-06
23715,1569114000000,0.0,1.8905362660926552e-06
23716,1569117600000,0.0,1.8905362660926552e-06
23717,1569121200000,0.0,1.8905362660926552e-06
23718,1569124800000,0.0,1.8905362660926552e-06
23719,1569128400000,0.04,0.16939999999999997
23721,1569135600000,1.79,1.2895999999999992
23722,1569139200000,2.39,4.252200000000002
23723,1569142800000,2.95,3.5114999999999985
23724,1569146400000,4.12,4.201499999999998
23725,1569150000000,6.81,6.1042999999999985
23727,1569157200000,6.44,6.196300000000001
23728,1569160800000,1.42,4.9645
23729,1569164400000,2.24,3.9997000000000016
23730,1569168000000,0.79,1.8933999999999984
23731,1569171600000,0.2,0.07269999999999995
23733,1569178800000,0.0,1.8905362660926552e-06
23734,1569182400000,0.0,1.8905362660926552e-06
23735,1569186000000,0.0,1.8905362660926552e-06
23736,1569189600000,0.0,1.8905362660926552e-06
23737,1569193200000,0.0,1.8905362660926552e-06
23739,1569200400000,0.0,1.8905362660926552e-06
23740,1569204000000,0.0,1.8905362660926552e-06
23741,1569207600000,0.0,1.8905362660926552e-06
23742,1569211200000,0.0,1.8905362660926552e-06
23743,1569214800000,0.17,0.15379999999999996
23745,1569222000000,5.31,5.0081000000000016
23746,1569225600000,7.76,7.077499999999998
23747,1569229200000,10.89,9.536999999999997
23748,1569232800000,11.74,12.192600000000004
23749,1569236400000,13.03,9.445499999999997
23751,1569243600000,8.05,9.3243
23752,1569247200000,5.54,6.0302
23753,1569250800000,3.83,4.152600000000001
23754,1569254400000,0.88,1.1524999999999999
23755,1569258000000,0.1,0.06129999999999999
23757,1569265200000,0.0,1.8905362660926552e-06
23759,1569272400000,0.0,1.8905362660926552e-06
23760,1569276000000,0.0,1.8905362660926552e-06
23761,1569279600000,0.0,1.8905362660926552e-06
23763,1569286800000,0.0,1.8905362660926552e-06
23764,1569290400000,0.0,1.8905362660926552e-06
23765,1569294000000,0.0,1.8905362660926552e-06
23766,1569297600000,0.0,1.8905362660926552e-06
23767,1569301200000,0.0,0.05899999999999994
23769,1569308400000,1.08,1.1257999999999992
23770,1569312000000,2.04,3.5894999999999997
23771,1569315600000,4.23,4.6181
23772,1569319200000,7.49,7.632699999999995
23773,1569322800000,11.89,8.940900000000005
23775,1569330000000,8.28,9.3391
23776,1569333600000,6.07,6.8991999999999996
23777,1569337200000,5.8,4.567900000000001
23778,1569340800000,2.41,1.350999999999999
23779,1569344400000,0.69,0.2530999999999999
23781,1569351600000,0.0,0.05599999999999998
23782,1569355200000,0.0,1.8905362660926552e-06
23783,1569358800000,0.0,1.8905362660926552e-06
23784,1569362400000,0.0,1.8905362660926552e-06
23785,1569366000000,0.0,1.8905362660926552e-06
23787,1569373200000,0.0,1.8905362660926552e-06
23788,1569376800000,0.0,1.8905362660926552e-06
23789,1569380400000,0.0,1.8905362660926552e-06
23790,1569384000000,0.0,1.8905362660926552e-06
23791,1569387600000,0.06,0.1172999999999999
23793,1569394800000,4.76,3.1842999999999995
23794,1569398400000,5.68,7.687099999999996
23795,1569402000000,6.88,9.000599999999993
23796,1569405600000,12.05,10.753799999999998
23797,1569409200000,13.58,8.323500000000001
23799,1569416400000,6.32,8.4967
23800,1569420000000,1.44,4.791099999999999
23801,1569423600000,0.8,1.5614999999999992
23802,1569427200000,0.25,0.2503999999999998
23803,1569430800000,0.0,0.01440023725664073
23805,1569438000000,0.0,1.8905362660926552e-06
23806,1569441600000,0.0,1.8905362660926552e-06
23807,1569445200000,0.0,1.8905362660926552e-06
23808,1569448800000,0.0,1.8905362660926552e-06
23809,1569452400000,0.0,1.8905362660926552e-06
23811,1569459600000,0.0,1.8905362660926552e-06
23812,1569463200000,0.0,1.8905362660926552e-06
23813,1569466800000,0.0,1.8905362660926552e-06
23814,1569470400000,0.0,1.8905362660926552e-06
23815,1569474000000,0.0,0.044499999999999956
23817,1569481200000,1.63,1.0774999999999997
23818,1569484800000,3.22,4.095200000000002
23819,1569488400000,5.76,4.6251999999999995
23820,1569492000000,10.7,8.791499999999992
23821,1569495600000,11.64,9.160100000000002
23823,1569502800000,4.8,8.455699999999997
23824,1569506400000,6.16,4.4853000000000005
23825,1569510000000,4.85,4.8001000000000005
23826,1569513600000,3.11,1.3184999999999996
23827,1569517200000,0.31,0.47029999999999994
23829,1569524400000,0.0,0.03270000000000001
23830,1569528000000,0.0,1.8905362660926552e-06
23831,1569531600000,0.0,1.8905362660926552e-06
23832,1569535200000,0.0,1.8905362660926552e-06
23833,1569538800000,0.0,1.8905362660926552e-06
23835,1569546000000,0.0,1.8905362660926552e-06
23836,1569549600000,0.0,1.8905362660926552e-06
23837,1569553200000,0.0,1.8905362660926552e-06
23838,1569556800000,0.0,1.8905362660926552e-06
23839,1569560400000,0.04,0.07269999999999995
23841,1569567600000,4.64,2.642
23842,1569571200000,7.06,7.633099999999997
23843,1569574800000,9.82,9.903200000000007
23844,1569578400000,11.65,11.199700000000002
23845,1569582000000,11.92,11.525100000000004
23847,1569589200000,9.86,9.7212
23848,1569592800000,5.2,7.274500000000001
23849,1569596400000,2.49,4.222500000000001
23850,1569600000000,1.01,0.8460999999999999
23851,1569603600000,0.09,0.06179999999999996
23853,1569610800000,0.0,1.8905362660926552e-06
23854,1569614400000,0.0,1.8905362660926552e-06
23855,1569618000000,0.0,1.8905362660926552e-06
23856,1569621600000,0.0,1.8905362660926552e-06
23857,1569625200000,0.0,1.8905362660926552e-06
23859,1569632400000,0.0,1.8905362660926552e-06
23860,1569636000000,0.0,1.8905362660926552e-06
23861,1569639600000,0.0,1.8905362660926552e-06
23862,1569643200000,0.0,1.8905362660926552e-06
23863,1569646800000,0.0,0.010700000000000003
23865,1569654000000,0.44,0.9972999999999993
23867,1569661200000,2.51,1.9097
23868,1569664800000,2.42,4.506399999999997
23869,1569668400000,2.49,3.9709999999999996
23870,1569672000000,2.22,3.4412000000000003
23871,1569675600000,1.37,5.782500000000002
23872,1569679200000,1.42,2.4675
23873,1569682800000,0.66,1.2349999999999999
23874,1569686400000,0.59,0.22149999999999997
23875,1569690000000,0.01,0.10069999999999987
23876,1569693600000,0.0,1.8905362660926552e-06
23877,1569697200000,0.0,1.8905362660926552e-06
23878,1569700800000,0.0,1.8905362660926552e-06
23879,1569704400000,0.0,1.8905362660926552e-06
23880,1569708000000,0.0,1.8905362660926552e-06
23881,1569711600000,0.0,1.8905362660926552e-06
23883,1569718800000,0.0,1.8905362660926552e-06
23884,1569722400000,0.0,1.8905362660926552e-06
23885,1569726000000,0.0,1.8905362660926552e-06
23886,1569729600000,0.0,1.8905362660926552e-06
23887,1569733200000,0.0,0.0009000000000000001
23889,1569740400000,0.38,0.9639999999999993
23890,1569744000000,1.95,1.5904999999999998
23891,1569747600000,2.59,3.8670999999999993
23892,1569751200000,5.18,4.186799999999998
23893,1569754800000,6.1,5.5566
23895,1569762000000,3.33,5.951199999999999
23896,1569765600000,2.29,3.773899999999999
23897,1569769200000,1.36,1.542199999999999
23898,1569772800000,0.5,0.4364
23899,1569776400000,0.0,0.06709999999999995
23900,1569780000000,0.0,1.8905362660926552e-06
23901,1569783600000,0.0,1.8905362660926552e-06
23902,1569787200000,0.0,1.8905362660926552e-06
23903,1569790800000,0.0,1.8905362660926552e-06
23904,1569794400000,0.0,1.8905362660926552e-06
23905,1569798000000,0.0,1.8905362660926552e-06
23907,1569805200000,0.0,1.8905362660926552e-06
23908,1569808800000,0.0,1.8905362660926552e-06
23909,1569812400000,0.0,1.8905362660926552e-06
23910,1569816000000,0.0,1.8905362660926552e-06
23914,1569830400000,1.57,2.0560999999999994
23915,1569834000000,2.82,2.954
23916,1569837600000,1.87,3.4166999999999996
23917,1569841200000,3.76,3.502
23919,1569848400000,2.83,4.3049
23920,1569852000000,2.9,3.7962999999999987
23921,1569855600000,1.76,2.4242
23922,1569859200000,0.49,0.46710000000000007
23923,1569862800000,0.03,0.10829999999999991
23924,1569866400000,0.0,0.0010018306201486568
23925,1569870000000,0.0,1.8905362660926552e-06
23926,1569873600000,0.0,1.8905362660926552e-06
23927,1569877200000,0.0,1.8905362660926552e-06
23929,1569884400000,0.0,1.8905362660926552e-06
23931,1569891600000,0.0,1.8905362660926552e-06
23932,1569895200000,0.0,1.8905362660926552e-06
23933,1569898800000,0.0,1.8905362660926552e-06
23934,1569902400000,0.0,1.8905362660926552e-06
23935,1569906000000,0.0,0.0007000000000000001
23937,1569913200000,1.12,1.4108999999999992
23938,1569916800000,5.64,3.6830000000000003
23939,1569920400000,9.45,9.012000000000004
23940,1569924000000,11.96,9.803500000000007
23941,1569927600000,12.07,10.344000000000005
23943,1569934800000,9.17,9.715899999999998
23944,1569938400000,5.07,7.5764
23945,1569942000000,3.62,3.6963999999999997
23946,1569945600000,1.86,1.6108000000000002
23947,1569949200000,0.06,0.2682
23949,1569956400000,0.0,0.0013018306201486567
23950,1569960000000,0.0,0.001501830620148657
23951,1569963600000,0.0,1.8905362660926552e-06
23952,1569967200000,0.0,1.8905362660926552e-06
23953,1569970800000,0.0,1.8905362660926552e-06
23954,1569974400000,0.0,1.8905362660926552e-06
23955,1569978000000,0.0,1.8905362660926552e-06
23956,1569981600000,0.0,1.8905362660926552e-06
23957,1569985200000,0.0,1.8905362660926552e-06
23958,1569988800000,0.0,1.8905362660926552e-06
23959,1569992400000,0.0,0.004301767663704868
23961,1569999600000,2.73,0.7900999999999998
23962,1570003200000,2.91,3.695099999999999
23963,1570006800000,3.18,3.561499999999999
23964,1570010400000,2.87,4.0802
23965,1570014000000,3.33,3.163799999999999
23966,1570017600000,3.4,4.2700000000000005
23967,1570021200000,3.54,4.2269000000000005
23968,1570024800000,1.44,3.993300000000001
23969,1570028400000,0.77,0.7488999999999997
23970,1570032000000,0.14,0.10499999999999994
23971,1570035600000,0.0,1.8905362660926552e-06
23972,1570039200000,0.0,1.8905362660926552e-06
23973,1570042800000,0.0,1.8905362660926552e-06
23974,1570046400000,0.0,1.8905362660926552e-06
23975,1570050000000,0.0,1.8905362660926552e-06
23976,1570053600000,0.0,1.8905362660926552e-06
23977,1570057200000,0.0,1.8905362660926552e-06
23978,1570060800000,0.0,1.8905362660926552e-06
23979,1570064400000,0.0,1.8905362660926552e-06
23980,1570068000000,0.0,1.8905362660926552e-06
23981,1570071600000,0.0,1.8905362660926552e-06
23982,1570075200000,0.0,1.8905362660926552e-06
23983,1570078800000,0.0,0.0042017676637048675
23985,1570086000000,0.82,1.2301
23986,1570089600000,3.57,2.231699999999999
23987,1570093200000,7.35,6.263400000000001
23988,1570096800000,7.18,6.9098000000000015
23989,1570100400000,9.17,6.987199999999998
23991,1570107600000,6.34,6.475999999999998
23992,1570111200000,4.35,4.7635999999999985
23993,1570114800000,3.28,3.3004
23994,1570118400000,0.73,0.8886000000000007
23995,1570122000000,0.04,0.059099999999999965
23997,1570129200000,0.0,1.8905362660926552e-06
23998,1570132800000,0.0,1.8905362660926552e-06
23999,1570136400000,0.0,1.8905362660926552e-06
24000,1570140000000,0.0,1.8905362660926552e-06
24001,1570143600000,0.0,1.8905362660926552e-06
24003,1570150800000,0.0,1.8905362660926552e-06
24004,1570154400000,0.0,1.8905362660926552e-06
24005,1570158000000,0.0,1.8905362660926552e-06
24006,1570161600000,0.0,1.8905362660926552e-06
24007,1570165200000,0.0,0.0042017676637048675
24009,1570172400000,3.63,1.154800000000001
24010,1570176000000,6.36,6.030200000000001
24011,1570179600000,8.98,8.075200000000004
24012,1570183200000,8.87,9.467500000000001
24013,1570186800000,8.59,8.006400000000003
24015,1570194000000,7.8,7.021100000000002
24016,1570197600000,4.15,5.190300000000001
24017,1570201200000,1.87,2.546700000000001
24018,1570204800000,0.67,0.5603000000000001
24019,1570208400000,0.01,0.058699999999999954
24020,1570212000000,0.0,1.8905362660926552e-06
24021,1570215600000,0.0,1.8905362660926552e-06
24022,1570219200000,0.0,1.8905362660926552e-06
24023,1570222800000,0.0,1.8905362660926552e-06
24024,1570226400000,0.0,1.8905362660926552e-06
24025,1570230000000,0.0,1.8905362660926552e-06
24027,1570237200000,0.0,1.8905362660926552e-06
24028,1570240800000,0.0,1.8905362660926552e-06
24029,1570244400000,0.0,1.8905362660926552e-06
24030,1570248000000,0.0,1.8905362660926552e-06
24031,1570251600000,0.0,0.0042017676637048675
24033,1570258800000,2.66,1.2119000000000004
24034,1570262400000,6.11,4.815700000000001
24035,1570266000000,8.86,7.826000000000001
24036,1570269600000,10.68,9.9128
24037,1570273200000,10.43,10.184000000000005
24039,1570280400000,6.4,7.177400000000003
24040,1570284000000,4.0,4.535000000000002
24041,1570287600000,1.94,1.6967000000000012
24042,1570291200000,0.5,0.5735999999999998
24043,1570294800000,0.0,0.06239999999999998
24045,1570302000000,0.0,1.8905362660926552e-06
24046,1570305600000,0.0,1.8905362660926552e-06
24047,1570309200000,0.0,1.8905362660926552e-06
24048,1570312800000,0.0,1.8905362660926552e-06
24049,1570316400000,0.0,1.8905362660926552e-06
24051,1570323600000,0.0,1.8905362660926552e-06
24052,1570327200000,0.0,1.8905362660926552e-06
24053,1570330800000,0.0,1.8905362660926552e-06
24054,1570334400000,0.0,1.8905362660926552e-06
24055,1570338000000,0.0,0.0042017676637048675
24057,1570345200000,0.96,1.0093999999999996
24058,1570348800000,2.21,2.543399999999998
24059,1570352400000,4.7,6.4859
24060,1570356000000,7.01,8.406700000000006
24061,1570359600000,9.47,9.3777
24063,1570366800000,6.91,7.346000000000003
24064,1570370400000,4.44,6.102299999999999
24065,1570374000000,2.47,4.279400000000001
24066,1570377600000,0.61,0.6567000000000001
24067,1570381200000,0.0,0.05709999999999997
24069,1570388400000,0.0,1.8905362660926552e-06
24070,1570392000000,0.0,1.8905362660926552e-06
24071,1570395600000,0.0,1.8905362660926552e-06
24072,1570399200000,0.0,1.8905362660926552e-06
24073,1570402800000,0.0,1.8905362660926552e-06
24075,1570410000000,0.0,1.8905362660926552e-06
24076,1570413600000,0.0,1.8905362660926552e-06
24077,1570417200000,0.0,1.8905362660926552e-06
24078,1570420800000,0.0,1.8905362660926552e-06
24079,1570424400000,0.0,0.0042017676637048675
24081,1570431600000,3.56,0.9534999999999999
24082,1570435200000,5.49,4.0915
24083,1570438800000,8.53,8.533900000000003
24084,1570442400000,9.87,9.249899999999998
24086,1570449600000,4.41,7.813600000000003
24087,1570453200000,3.71,5.562899999999997
24088,1570456800000,3.16,4.0405
24089,1570460400000,1.33,3.4398000000000013
24090,1570464000000,0.33,0.311
24091,1570467600000,0.0,0.0407
24093,1570474800000,0.0,1.8905362660926552e-06
24094,1570478400000,0.0,1.8905362660926552e-06
24095,1570482000000,0.0,1.8905362660926552e-06
24096,1570485600000,0.0,1.8905362660926552e-06
24097,1570489200000,0.0,1.8905362660926552e-06
24099,1570496400000,0.0,1.8905362660926552e-06
24100,1570500000000,0.0,1.8905362660926552e-06
24101,1570503600000,0.0,1.8905362660926552e-06
24102,1570507200000,0.0,1.8905362660926552e-06
24103,1570510800000,0.0,0.0042017676637048675
24105,1570518000000,1.31,1.0043
24106,1570521600000,2.38,3.7132999999999994
24107,1570525200000,3.68,4.332900000000001
24108,1570528800000,5.92,4.618
24109,1570532400000,7.18,7.771500000000003
24111,1570539600000,4.73,5.561200000000001
24112,1570543200000,4.95,3.5192
24113,1570546800000,2.27,1.689000000000001
24114,1570550400000,0.51,0.2662999999999999
24115,1570554000000,0.0,0.06799999999999995
24117,1570561200000,0.0,1.8905362660926552e-06
24118,1570564800000,0.0,1.8905362660926552e-06
24119,1570568400000,0.0,1.8905362660926552e-06
24120,1570572000000,0.0,1.8905362660926552e-06
24121,1570575600000,0.0,1.8905362660926552e-06
24122,1570579200000,0.0,1.8905362660926552e-06
24123,1570582800000,0.0,1.8905362660926552e-06
24124,1570586400000,0.0,1.8905362660926552e-06
24126,1570593600000,0.0,1.8905362660926552e-06
24127,1570597200000,0.0,0.0042017676637048675
24129,1570604400000,0.67,0.6286999999999999
24130,1570608000000,1.53,1.9758999999999987
24131,1570611600000,1.61,3.585999999999999
24132,1570615200000,1.31,3.632800000000001
24133,1570618800000,1.83,2.9599000000000006
24134,1570622400000,4.67,4.084500000000002
24135,1570626000000,2.06,3.969099999999999
24136,1570629600000,1.4,3.4560000000000004
24137,1570633200000,1.23,0.7319999999999998
24138,1570636800000,0.04,0.16569999999999996
24139,1570640400000,0.0,1.8905362660926552e-06
24141,1570647600000,0.0,1.8905362660926552e-06
24142,1570651200000,0.0,1.8905362660926552e-06
24143,1570654800000,0.0,1.8905362660926552e-06
24144,1570658400000,0.0,1.8905362660926552e-06
24145,1570662000000,0.0,1.8905362660926552e-06
24147,1570669200000,0.0,1.8905362660926552e-06
24148,1570672800000,0.0,1.8905362660926552e-06
24149,1570676400000,0.0,1.8905362660926552e-06
24150,1570680000000,0.0,1.8905362660926552e-06
24151,1570683600000,0.0,0.004301767663704868
24153,1570690800000,1.17,0.6019000000000003
24154,1570694400000,1.47,3.5888
24155,1570698000000,2.53,3.3676000000000004
24156,1570701600000,2.56,4.135999999999999
24157,1570705200000,2.74,4.513499999999999
24159,1570712400000,2.69,3.959999999999999
24160,1570716000000,1.81,3.230600000000001
24161,1570719600000,0.87,0.5818999999999999
24162,1570723200000,0.09,0.08669999999999994
24163,1570726800000,0.0,1.8905362660926552e-06
24164,1570730400000,0.0,1.8905362660926552e-06
24165,1570734000000,0.0,1.8905362660926552e-06
24166,1570737600000,0.0,1.8905362660926552e-06
24167,1570741200000,0.0,1.8905362660926552e-06
24168,1570744800000,0.0,1.8905362660926552e-06
24169,1570748400000,0.0,1.8905362660926552e-06
24171,1570755600000,0.0,1.8905362660926552e-06
24172,1570759200000,0.0,1.8905362660926552e-06
24173,1570762800000,0.0,1.8905362660926552e-06
24174,1570766400000,0.0,1.8905362660926552e-06
24175,1570770000000,0.0,0.004301767663704868
24177,1570777200000,0.63,0.6305000000000001
24178,1570780800000,2.09,1.7033
24179,1570784400000,4.17,3.9438000000000004
24180,1570788000000,3.66,5.7621
24181,1570791600000,9.25,4.5280000000000005
24183,1570798800000,4.82,7.284
24184,1570802400000,3.2,3.025300000000001
24185,1570806000000,0.58,1.3503999999999996
24186,1570809600000,0.12,0.0876999999999999
24187,1570813200000,0.0,1.8905362660926552e-06
24189,1570820400000,0.0,1.8905362660926552e-06
24190,1570824000000,0.0,1.8905362660926552e-06
24191,1570827600000,0.0,1.8905362660926552e-06
24192,1570831200000,0.0,1.8905362660926552e-06
24193,1570834800000,0.0,1.8905362660926552e-06
24195,1570842000000,0.0,1.8905362660926552e-06
24196,1570845600000,0.0,1.8905362660926552e-06
24197,1570849200000,0.0,1.8905362660926552e-06
24198,1570852800000,0.0,1.8905362660926552e-06
24202,1570867200000,1.38,1.996599999999998
24203,1570870800000,1.96,3.4265
24204,1570874400000,2.34,3.9754000000000014
24205,1570878000000,3.3,4.267600000000001
24211,1570899600000,0.0,1.8905362660926552e-06
24212,1570903200000,0.0,1.8905362660926552e-06
24213,1570906800000,0.0,1.8905362660926552e-06
24214,1570910400000,0.0,1.8905362660926552e-06
24215,1570914000000,0.0,1.8905362660926552e-06
24216,1570917600000,0.0,1.8905362660926552e-06
24218,1570924800000,0.0,1.8905362660926552e-06
24219,1570928400000,0.0,1.8905362660926552e-06
24220,1570932000000,0.0,1.8905362660926552e-06
24221,1570935600000,0.0,1.8905362660926552e-06
24222,1570939200000,0.0,1.8905362660926552e-06
24223,1570942800000,0.0,0.0042017676637048675
24225,1570950000000,1.83,1.5436000000000005
24226,1570953600000,5.15,4.6989
24227,1570957200000,6.9,6.604
24228,1570960800000,8.82,7.259600000000002
24229,1570964400000,8.0,7.952700000000001
24231,1570971600000,4.12,6.4061
24232,1570975200000,2.76,4.723000000000002
24233,1570978800000,2.18,2.114799999999999
24234,1570982400000,0.29,0.24659999999999996
24235,1570986000000,0.0,0.023000060606060607
24237,1570993200000,0.0,1.8905362660926552e-06
24238,1570996800000,0.0,1.8905362660926552e-06
24239,1571000400000,0.0,1.8905362660926552e-06
24240,1571004000000,0.0,1.8905362660926552e-06
24241,1571007600000,0.0,1.8905362660926552e-06
24243,1571014800000,0.0,1.8905362660926552e-06
24244,1571018400000,0.0,1.8905362660926552e-06
24245,1571022000000,0.0,1.8905362660926552e-06
24246,1571025600000,0.0,1.8905362660926552e-06
24247,1571029200000,0.0,0.0042017676637048675
24248,1571032800000,0.01,0.13069999999999996
24249,1571036400000,0.29,0.44619999999999993
24250,1571040000000,0.33,1.3438999999999992
24251,1571043600000,1.07,1.5168999999999997
24252,1571047200000,3.57,2.2371999999999983
26836,1580515200000,0.0,1.8905362660926552e-06
